Hostname,Date,Value
CRI-WIN-SERVER1,16/09/2016 02:00:00,44.33
CRI-WIN-SERVER1,16/09/2016 01:00:00,44.32
CRI-WIN-SERVER1,16/09/2016 00:00:00,44.33
CRI-WIN-SERVER1,15/09/2016 23:00:00,44.35
CRI-WIN-SERVER1,15/09/2016 22:00:00,44.34
CRI-WIN-SERVER1,15/09/2016 21:00:00,44.34
CRI-WIN-SERVER1,15/09/2016 20:00:00,44.36
CRI-WIN-SERVER1,15/09/2016 19:00:00,44.34
CRI-WIN-SERVER1,15/09/2016 18:00:00,44.33
CRI-WIN-SERVER1,15/09/2016 17:00:00,44.32
CRI-WIN-SERVER1,15/09/2016 16:00:00,44.32
CRI-WIN-SERVER1,15/09/2016 15:00:00,44.36
CRI-WIN-SERVER1,15/09/2016 14:00:00,44.38
CRI-WIN-SERVER1,15/09/2016 13:00:00,44.36
CRI-WIN-SERVER1,15/09/2016 12:00:00,44.37
CRI-WIN-SERVER1,15/09/2016 11:00:00,44.35
CRI-WIN-SERVER1,15/09/2016 10:00:00,44.31
CRI-WIN-SERVER1,15/09/2016 09:00:00,44.33
CRI-WIN-SERVER1,15/09/2016 08:00:00,44.35
CRI-WIN-SERVER1,15/09/2016 07:00:00,44.34
CRI-WIN-SERVER1,15/09/2016 06:00:00,44.32
CRI-WIN-SERVER1,15/09/2016 05:00:00,44.33
CRI-WIN-SERVER1,15/09/2016 04:00:00,44.32
CRI-WIN-SERVER1,15/09/2016 03:00:00,44.36
CRI-WIN-SERVER1,15/09/2016 02:00:00,44.41
CRI-WIN-SERVER1,15/09/2016 01:00:00,44.4
CRI-WIN-SERVER1,15/09/2016 00:00:00,44.37
CRI-WIN-SERVER1,14/09/2016 23:00:00,44.36
CRI-WIN-SERVER1,14/09/2016 22:00:00,44.37
CRI-WIN-SERVER1,14/09/2016 21:00:00,44.36
CRI-WIN-SERVER1,14/09/2016 20:00:00,44.35
CRI-WIN-SERVER1,14/09/2016 19:00:00,44.35
CRI-WIN-SERVER1,14/09/2016 18:00:00,44.34
CRI-WIN-SERVER1,14/09/2016 17:00:00,44.34
CRI-WIN-SERVER1,14/09/2016 16:00:00,44.32
CRI-WIN-SERVER1,14/09/2016 15:00:00,44.35
CRI-WIN-SERVER1,14/09/2016 14:00:00,44.34
CRI-WIN-SERVER1,14/09/2016 13:00:00,44.32
CRI-WIN-SERVER1,14/09/2016 12:00:00,44.32
CRI-WIN-SERVER1,14/09/2016 11:00:00,44.32
CRI-WIN-SERVER1,14/09/2016 10:00:00,44.35
CRI-WIN-SERVER1,14/09/2016 09:00:00,44.35
CRI-WIN-SERVER1,14/09/2016 08:00:00,44.34
CRI-WIN-SERVER1,14/09/2016 07:00:00,44.36
CRI-WIN-SERVER1,14/09/2016 06:00:00,44.35
CRI-WIN-SERVER1,14/09/2016 05:00:00,44.33
CRI-WIN-SERVER1,14/09/2016 04:00:00,44.32
CRI-WIN-SERVER1,14/09/2016 03:00:00,44.34
CRI-WIN-SERVER1,14/09/2016 02:00:00,44.33
CRI-WIN-SERVER1,14/09/2016 01:00:00,44.33
CRI-WIN-SERVER1,14/09/2016 00:00:00,44.33
CRI-WIN-SERVER1,13/09/2016 23:00:00,44.33
CRI-WIN-SERVER1,13/09/2016 22:00:00,44.35
CRI-WIN-SERVER1,13/09/2016 21:00:00,44.35
CRI-WIN-SERVER1,13/09/2016 20:00:00,44.32
CRI-WIN-SERVER1,13/09/2016 19:00:00,44.31
CRI-WIN-SERVER1,13/09/2016 18:00:00,44.35
CRI-WIN-SERVER1,13/09/2016 17:00:00,44.35
CRI-WIN-SERVER1,13/09/2016 16:00:00,44.33
CRI-WIN-SERVER1,13/09/2016 15:00:00,44.35
CRI-WIN-SERVER1,13/09/2016 14:00:00,44.33
CRI-WIN-SERVER1,13/09/2016 13:00:00,44.32
CRI-WIN-SERVER1,13/09/2016 12:00:00,44.34
CRI-WIN-SERVER1,13/09/2016 11:00:00,44.32
CRI-WIN-SERVER1,13/09/2016 10:00:00,44.32
CRI-WIN-SERVER1,13/09/2016 09:00:00,44.32
CRI-WIN-SERVER1,13/09/2016 08:00:00,44.3
CRI-WIN-SERVER1,13/09/2016 07:00:00,44.32
CRI-WIN-SERVER1,13/09/2016 06:00:00,44.31
CRI-WIN-SERVER1,13/09/2016 05:00:00,44.29
CRI-WIN-SERVER1,13/09/2016 04:00:00,44.31
CRI-WIN-SERVER1,13/09/2016 03:00:00,44.32
CRI-WIN-SERVER1,13/09/2016 02:00:00,44.3
CRI-WIN-SERVER1,13/09/2016 01:00:00,44.29
CRI-WIN-SERVER1,13/09/2016 00:00:00,44.3
CRI-WIN-SERVER1,12/09/2016 23:00:00,44.32
CRI-WIN-SERVER1,12/09/2016 22:00:00,44.31
CRI-WIN-SERVER1,12/09/2016 21:00:00,44.29
CRI-WIN-SERVER1,12/09/2016 20:00:00,44.28
CRI-WIN-SERVER1,12/09/2016 19:00:00,44.28
CRI-WIN-SERVER1,12/09/2016 18:00:00,44.28
CRI-WIN-SERVER1,12/09/2016 17:00:00,44.27
CRI-WIN-SERVER1,12/09/2016 16:00:00,44.27
CRI-WIN-SERVER1,12/09/2016 15:00:00,44.27
CRI-WIN-SERVER1,12/09/2016 14:00:00,44.27
CRI-WIN-SERVER1,12/09/2016 13:00:00,44.27
CRI-WIN-SERVER1,12/09/2016 12:00:00,44.3
CRI-WIN-SERVER1,12/09/2016 11:00:00,44.33
CRI-WIN-SERVER1,12/09/2016 10:00:00,44.33
CRI-WIN-SERVER1,12/09/2016 09:00:00,44.35
CRI-WIN-SERVER1,12/09/2016 08:00:00,44.35
CRI-WIN-SERVER1,12/09/2016 07:00:00,44.33
CRI-WIN-SERVER1,12/09/2016 06:00:00,44.31
CRI-WIN-SERVER1,12/09/2016 05:00:00,44.27
CRI-WIN-SERVER1,12/09/2016 04:00:00,44.27
CRI-WIN-SERVER1,12/09/2016 03:00:00,44.29
CRI-WIN-SERVER1,12/09/2016 02:00:00,44.29
CRI-WIN-SERVER1,12/09/2016 01:00:00,44.29
CRI-WIN-SERVER1,12/09/2016 00:00:00,44.27
CRI-WIN-SERVER1,11/09/2016 23:00:00,44.24
CRI-WIN-SERVER1,11/09/2016 22:00:00,44.24
CRI-WIN-SERVER1,11/09/2016 21:00:00,44.24
CRI-WIN-SERVER1,11/09/2016 20:00:00,44.26
CRI-WIN-SERVER1,11/09/2016 19:00:00,44.27
CRI-WIN-SERVER1,11/09/2016 18:00:00,44.25
CRI-WIN-SERVER1,11/09/2016 17:00:00,44.24
CRI-WIN-SERVER1,11/09/2016 16:00:00,44.25
CRI-WIN-SERVER1,11/09/2016 15:00:00,44.27
CRI-WIN-SERVER1,11/09/2016 14:00:00,44.25
CRI-WIN-SERVER1,11/09/2016 13:00:00,44.23
CRI-WIN-SERVER1,11/09/2016 12:00:00,44.25
CRI-WIN-SERVER1,11/09/2016 11:00:00,44.26
CRI-WIN-SERVER1,11/09/2016 10:00:00,44.27
CRI-WIN-SERVER1,11/09/2016 09:00:00,44.27
CRI-WIN-SERVER1,11/09/2016 08:00:00,44.23
CRI-WIN-SERVER1,11/09/2016 07:00:00,44.23
CRI-WIN-SERVER1,11/09/2016 06:00:00,44.23
CRI-WIN-SERVER1,11/09/2016 05:00:00,44.23
CRI-WIN-SERVER1,11/09/2016 04:00:00,44.23
CRI-WIN-SERVER1,11/09/2016 03:00:00,44.26
CRI-WIN-SERVER1,11/09/2016 02:00:00,44.26
CRI-WIN-SERVER1,11/09/2016 01:00:00,44.26
CRI-WIN-SERVER1,11/09/2016 00:00:00,44.25
CRI-WIN-SERVER1,10/09/2016 23:00:00,44.25
CRI-WIN-SERVER1,10/09/2016 22:00:00,44.29
CRI-WIN-SERVER1,10/09/2016 21:00:00,44.31
CRI-WIN-SERVER1,10/09/2016 20:00:00,44.31
CRI-WIN-SERVER1,10/09/2016 19:00:00,44.28
CRI-WIN-SERVER1,10/09/2016 18:00:00,44.29
CRI-WIN-SERVER1,10/09/2016 17:00:00,44.27
CRI-WIN-SERVER1,10/09/2016 16:00:00,44.24
CRI-WIN-SERVER1,10/09/2016 15:00:00,44.25
CRI-WIN-SERVER1,10/09/2016 14:00:00,44.26
CRI-WIN-SERVER1,10/09/2016 13:00:00,44.24
CRI-WIN-SERVER1,10/09/2016 12:00:00,44.22
CRI-WIN-SERVER1,10/09/2016 11:00:00,44.22
CRI-WIN-SERVER1,10/09/2016 10:00:00,44.23
CRI-WIN-SERVER1,10/09/2016 09:00:00,44.27
CRI-WIN-SERVER1,10/09/2016 08:00:00,44.28
CRI-WIN-SERVER1,10/09/2016 07:00:00,44.23
CRI-WIN-SERVER1,10/09/2016 06:00:00,44.21
CRI-WIN-SERVER1,10/09/2016 05:00:00,44.22
CRI-WIN-SERVER1,10/09/2016 04:00:00,44.24
CRI-WIN-SERVER1,10/09/2016 03:00:00,44.22
CRI-WIN-SERVER1,10/09/2016 02:00:00,44.2
CRI-WIN-SERVER1,10/09/2016 01:00:00,44.19
CRI-WIN-SERVER1,10/09/2016 00:00:00,44.19
CRI-WIN-SERVER1,09/09/2016 23:00:00,44.19
CRI-WIN-SERVER1,09/09/2016 22:00:00,44.21
CRI-WIN-SERVER1,09/09/2016 21:00:00,44.22
CRI-WIN-SERVER1,09/09/2016 20:00:00,44.22
CRI-WIN-SERVER1,09/09/2016 19:00:00,44.24
CRI-WIN-SERVER1,09/09/2016 18:00:00,44.23
CRI-WIN-SERVER1,09/09/2016 17:00:00,44.22
CRI-WIN-SERVER1,09/09/2016 16:00:00,44.24
CRI-WIN-SERVER1,09/09/2016 15:00:00,44.24
CRI-WIN-SERVER1,09/09/2016 14:00:00,44.23
CRI-WIN-SERVER1,09/09/2016 13:00:00,44.22
CRI-WIN-SERVER1,09/09/2016 12:00:00,44.19
CRI-WIN-SERVER1,09/09/2016 11:00:00,44.19
CRI-WIN-SERVER1,09/09/2016 10:00:00,44.21
CRI-WIN-SERVER1,09/09/2016 09:00:00,44.19
CRI-WIN-SERVER1,09/09/2016 08:00:00,44.18
CRI-WIN-SERVER1,09/09/2016 07:00:00,44.18
CRI-WIN-SERVER1,09/09/2016 06:00:00,44.19
CRI-WIN-SERVER1,09/09/2016 05:00:00,44.19
CRI-WIN-SERVER1,09/09/2016 04:00:00,44.17
CRI-WIN-SERVER1,09/09/2016 03:00:00,44.16
CRI-WIN-SERVER1,09/09/2016 02:00:00,44.17
CRI-WIN-SERVER1,09/09/2016 01:00:00,44.18
CRI-WIN-SERVER1,09/09/2016 00:00:00,44.2
CRI-WIN-SERVER1,08/09/2016 23:00:00,44.22
CRI-WIN-SERVER1,08/09/2016 22:00:00,44.21
CRI-WIN-SERVER1,08/09/2016 21:00:00,44.19
CRI-WIN-SERVER1,08/09/2016 20:00:00,44.2
CRI-WIN-SERVER1,08/09/2016 19:00:00,44.18
CRI-WIN-SERVER1,08/09/2016 18:00:00,44.16
CRI-WIN-SERVER1,08/09/2016 17:00:00,44.16
CRI-WIN-SERVER1,08/09/2016 16:00:00,44.16
CRI-WIN-SERVER1,08/09/2016 15:00:00,44.21
CRI-WIN-SERVER1,08/09/2016 14:00:00,44.23
CRI-WIN-SERVER1,08/09/2016 13:00:00,44.19
CRI-WIN-SERVER1,08/09/2016 12:00:00,44.16
CRI-WIN-SERVER1,08/09/2016 11:00:00,44.16
CRI-WIN-SERVER1,08/09/2016 10:00:00,44.19
CRI-WIN-SERVER1,08/09/2016 09:00:00,44.2
CRI-WIN-SERVER1,08/09/2016 08:00:00,44.17
CRI-WIN-SERVER1,08/09/2016 07:00:00,44.15
CRI-WIN-SERVER1,08/09/2016 06:00:00,44.17
CRI-WIN-SERVER1,08/09/2016 05:00:00,44.19
CRI-WIN-SERVER1,08/09/2016 04:00:00,44.17
CRI-WIN-SERVER1,08/09/2016 03:00:00,44.15
CRI-WIN-SERVER1,08/09/2016 02:00:00,44.15
CRI-WIN-SERVER1,08/09/2016 01:00:00,44.16
CRI-WIN-SERVER1,08/09/2016 00:00:00,44.18
CRI-WIN-SERVER1,07/09/2016 23:00:00,44.18
CRI-WIN-SERVER1,07/09/2016 22:00:00,44.18
CRI-WIN-SERVER1,07/09/2016 21:00:00,44.16
CRI-WIN-SERVER1,07/09/2016 20:00:00,44.15
CRI-WIN-SERVER1,07/09/2016 19:00:00,44.15
CRI-WIN-SERVER1,07/09/2016 18:00:00,44.18
CRI-WIN-SERVER1,07/09/2016 17:00:00,44.2
CRI-WIN-SERVER1,07/09/2016 16:00:00,44.16
CRI-WIN-SERVER1,07/09/2016 15:00:00,44.15
CRI-WIN-SERVER1,07/09/2016 14:00:00,44.15
CRI-WIN-SERVER1,07/09/2016 13:00:00,44.14
CRI-WIN-SERVER1,07/09/2016 12:00:00,44.13
CRI-WIN-SERVER1,07/09/2016 11:00:00,44.14
CRI-WIN-SERVER1,07/09/2016 10:00:00,44.18
CRI-WIN-SERVER1,07/09/2016 09:00:00,44.18
CRI-WIN-SERVER1,07/09/2016 08:00:00,44.13
CRI-WIN-SERVER1,07/09/2016 07:00:00,44.15
CRI-WIN-SERVER1,07/09/2016 06:00:00,44.17
CRI-WIN-SERVER1,07/09/2016 05:00:00,44.15
CRI-WIN-SERVER1,07/09/2016 04:00:00,44.13
CRI-WIN-SERVER1,07/09/2016 03:00:00,44.11
CRI-WIN-SERVER1,07/09/2016 02:00:00,44.14
CRI-WIN-SERVER1,07/09/2016 01:00:00,44.18
CRI-WIN-SERVER1,07/09/2016 00:00:00,44.17
CRI-WIN-SERVER1,06/09/2016 23:00:00,44.12
CRI-WIN-SERVER1,06/09/2016 22:00:00,44.1
CRI-WIN-SERVER1,06/09/2016 21:00:00,44.12
CRI-WIN-SERVER1,06/09/2016 20:00:00,44.12
CRI-WIN-SERVER1,06/09/2016 19:00:00,44.1
CRI-WIN-SERVER1,06/09/2016 18:00:00,44.13
CRI-WIN-SERVER1,06/09/2016 17:00:00,44.13
CRI-WIN-SERVER1,06/09/2016 16:00:00,44.11
CRI-WIN-SERVER1,06/09/2016 15:00:00,44.13
CRI-WIN-SERVER1,06/09/2016 14:00:00,44.22
CRI-WIN-SERVER1,06/09/2016 13:00:00,44.3
CRI-WIN-SERVER1,06/09/2016 12:00:00,44.27
CRI-WIN-SERVER1,06/09/2016 11:00:00,44.28
CRI-WIN-SERVER1,06/09/2016 10:00:00,44.29
CRI-WIN-SERVER1,06/09/2016 09:00:00,44.28
CRI-WIN-SERVER1,06/09/2016 08:00:00,44.29
CRI-WIN-SERVER1,06/09/2016 07:00:00,44.3
CRI-WIN-SERVER1,06/09/2016 06:00:00,44.29
CRI-WIN-SERVER1,06/09/2016 05:00:00,44.27
CRI-WIN-SERVER1,06/09/2016 04:00:00,44.29
CRI-WIN-SERVER1,06/09/2016 03:00:00,44.3
CRI-WIN-SERVER1,06/09/2016 02:00:00,44.28
CRI-WIN-SERVER1,06/09/2016 01:00:00,44.27
CRI-WIN-SERVER1,06/09/2016 00:00:00,44.27
CRI-WIN-SERVER1,05/09/2016 23:00:00,44.28
CRI-WIN-SERVER1,05/09/2016 22:00:00,44.3
CRI-WIN-SERVER1,05/09/2016 21:00:00,44.3
CRI-WIN-SERVER1,05/09/2016 20:00:00,44.31
CRI-WIN-SERVER1,05/09/2016 19:00:00,44.31
CRI-WIN-SERVER1,05/09/2016 18:00:00,44.29
CRI-WIN-SERVER1,05/09/2016 17:00:00,44.27
CRI-WIN-SERVER1,05/09/2016 16:00:00,44.29
CRI-WIN-SERVER1,05/09/2016 15:00:00,44.3
CRI-WIN-SERVER1,05/09/2016 14:00:00,44.27
CRI-WIN-SERVER1,05/09/2016 13:00:00,44.27
CRI-WIN-SERVER1,05/09/2016 12:00:00,44.29
CRI-WIN-SERVER1,05/09/2016 11:00:00,44.27
CRI-WIN-SERVER1,05/09/2016 10:00:00,44.25
CRI-WIN-SERVER1,05/09/2016 09:00:00,44.25
CRI-WIN-SERVER1,05/09/2016 08:00:00,44.25
CRI-WIN-SERVER1,05/09/2016 07:00:00,44.24
CRI-WIN-SERVER1,05/09/2016 06:00:00,44.25
CRI-WIN-SERVER1,05/09/2016 05:00:00,44.27
CRI-WIN-SERVER1,05/09/2016 04:00:00,44.27
CRI-WIN-SERVER1,05/09/2016 03:00:00,44.25
KYINDMAIL01.corp.local,28/11/2016 00:00:00,92.72747707
KYINDMAIL01.corp.local,27/11/2016 23:00:00,92.72698832
KYINDMAIL01.corp.local,27/11/2016 22:00:00,92.72210073
KYINDMAIL01.corp.local,27/11/2016 21:00:00,92.72161198
KYINDMAIL01.corp.local,27/11/2016 20:00:00,92.72112322
KYINDMAIL01.corp.local,27/11/2016 18:00:00,92.71819043
KYINDMAIL01.corp.local,27/11/2016 17:00:00,92.71525764
KYINDMAIL01.corp.local,27/11/2016 16:00:00,92.71721268
KYINDMAIL01.corp.local,27/11/2016 15:00:00,92.72112298
KYINDMAIL01.corp.local,27/11/2016 14:00:00,92.72503328
KYINDMAIL01.corp.local,27/11/2016 13:00:00,92.72405577
KYINDMAIL01.corp.local,27/11/2016 12:00:00,92.72356701
KYINDMAIL01.corp.local,27/11/2016 11:00:00,92.72307825
KYINDMAIL01.corp.local,27/11/2016 09:00:00,92.72014546
KYINDMAIL01.corp.local,27/11/2016 08:00:00,92.71721268
KYINDMAIL01.corp.local,27/11/2016 07:00:00,92.72796583
KYINDMAIL01.corp.local,27/11/2016 06:00:00,92.77439976
KYINDMAIL01.corp.local,27/11/2016 05:00:00,92.82083368
KYINDMAIL01.corp.local,27/11/2016 04:00:00,92.70645952
KYINDMAIL01.corp.local,27/11/2016 03:00:00,92.70694828
KYINDMAIL01.corp.local,27/11/2016 02:00:00,92.70743704
KYINDMAIL01.corp.local,27/11/2016 00:00:00,92.71085858
KYINDMAIL01.corp.local,26/11/2016 23:00:00,92.71428013
KYINDMAIL01.corp.local,26/11/2016 22:00:00,92.7123251
KYINDMAIL01.corp.local,26/11/2016 21:00:00,92.7123251
KYINDMAIL01.corp.local,26/11/2016 20:00:00,92.7123251
KYINDMAIL01.corp.local,26/11/2016 19:00:00,92.70645952
KYINDMAIL01.corp.local,26/11/2016 18:00:00,92.70597076
KYINDMAIL01.corp.local,26/11/2016 17:00:00,92.70548201
KYINDMAIL01.corp.local,26/11/2016 15:00:00,92.70939231
KYINDMAIL01.corp.local,26/11/2016 14:00:00,92.71330261
KYINDMAIL01.corp.local,26/11/2016 13:00:00,92.7123251
KYINDMAIL01.corp.local,26/11/2016 12:00:00,92.71085882
KYINDMAIL01.corp.local,26/11/2016 11:00:00,92.70939255
KYINDMAIL01.corp.local,26/11/2016 09:00:00,92.70890379
KYINDMAIL01.corp.local,26/11/2016 08:00:00,92.70841503
KYINDMAIL01.corp.local,26/11/2016 06:00:00,92.76169157
KYINDMAIL01.corp.local,26/11/2016 05:00:00,92.81496811
KYINDMAIL01.corp.local,26/11/2016 04:00:00,92.70743704
KYINDMAIL01.corp.local,26/11/2016 03:00:00,92.70694828
KYINDMAIL01.corp.local,26/11/2016 02:00:00,92.70645952
KYINDMAIL01.corp.local,26/11/2016 01:00:00,92.73676395
KYINDMAIL01.corp.local,26/11/2016 00:00:00,92.7362752
KYINDMAIL01.corp.local,25/11/2016 23:00:00,92.73578644
KYINDMAIL01.corp.local,25/11/2016 22:00:00,92.74165153
KYINDMAIL01.corp.local,25/11/2016 21:00:00,92.74311805
KYINDMAIL01.corp.local,25/11/2016 20:00:00,92.74458456
KYINDMAIL01.corp.local,25/11/2016 19:00:00,92.74360657
KYINDMAIL01.corp.local,25/11/2016 18:00:00,92.74165153
KYINDMAIL01.corp.local,25/11/2016 17:00:00,92.7396965
KYINDMAIL01.corp.local,25/11/2016 16:00:00,92.73871899
KYINDMAIL01.corp.local,25/11/2016 15:00:00,92.73823023
KYINDMAIL01.corp.local,25/11/2016 14:00:00,92.73774147
KYINDMAIL01.corp.local,25/11/2016 12:00:00,92.73725271
KYINDMAIL01.corp.local,25/11/2016 11:00:00,92.73676395
KYINDMAIL01.corp.local,25/11/2016 10:00:00,92.72796583
KYINDMAIL01.corp.local,25/11/2016 09:00:00,92.73040986
KYINDMAIL01.corp.local,25/11/2016 08:00:00,92.73285389
KYINDMAIL01.corp.local,25/11/2016 06:00:00,92.78613067
KYINDMAIL01.corp.local,25/11/2016 05:00:00,92.83940744
KYINDMAIL01.corp.local,25/11/2016 04:00:00,92.72307825
KYINDMAIL01.corp.local,25/11/2016 03:00:00,92.72258949
KYINDMAIL01.corp.local,25/11/2016 02:00:00,92.72210073
KYINDMAIL01.corp.local,25/11/2016 01:00:00,92.72307825
KYINDMAIL01.corp.local,25/11/2016 00:00:00,92.71965671
KYINDMAIL01.corp.local,24/11/2016 23:00:00,92.71623516
KYINDMAIL01.corp.local,24/11/2016 21:00:00,92.71525764
KYINDMAIL01.corp.local,24/11/2016 20:00:00,92.71428013
KYINDMAIL01.corp.local,24/11/2016 19:00:00,92.71330261
KYINDMAIL01.corp.local,24/11/2016 18:00:00,92.71672392
KYINDMAIL01.corp.local,24/11/2016 17:00:00,92.72014523
KYINDMAIL01.corp.local,24/11/2016 16:00:00,92.72503328
KYINDMAIL01.corp.local,24/11/2016 15:00:00,92.7260108
KYINDMAIL01.corp.local,24/11/2016 14:00:00,92.72698832
KYINDMAIL01.corp.local,24/11/2016 13:00:00,92.72014523
KYINDMAIL01.corp.local,24/11/2016 12:00:00,92.72063422
KYINDMAIL01.corp.local,24/11/2016 11:00:00,92.72112322
KYINDMAIL01.corp.local,24/11/2016 09:00:00,92.72112322
KYINDMAIL01.corp.local,24/11/2016 08:00:00,92.72112322
KYINDMAIL01.corp.local,24/11/2016 07:00:00,92.72014523
KYINDMAIL01.corp.local,24/11/2016 06:00:00,92.76804566
KYINDMAIL01.corp.local,24/11/2016 05:00:00,92.8159461
KYINDMAIL01.corp.local,24/11/2016 04:00:00,92.70939255
KYINDMAIL01.corp.local,24/11/2016 03:00:00,92.71037006
KYINDMAIL01.corp.local,24/11/2016 02:00:00,92.71134758
KYINDMAIL01.corp.local,24/11/2016 00:00:00,92.71085882
KYINDMAIL01.corp.local,23/11/2016 23:00:00,92.71037006
KYINDMAIL01.corp.local,23/11/2016 21:00:00,92.70645976
KYINDMAIL01.corp.local,23/11/2016 20:00:00,92.70254946
KYINDMAIL01.corp.local,23/11/2016 18:00:00,92.70108318
KYINDMAIL01.corp.local,23/11/2016 17:00:00,92.69961691
KYINDMAIL01.corp.local,23/11/2016 16:00:00,92.69766188
KYINDMAIL01.corp.local,23/11/2016 15:00:00,92.70401597
KYINDMAIL01.corp.local,23/11/2016 14:00:00,92.71037006
KYINDMAIL01.corp.local,23/11/2016 13:00:00,92.70254946
KYINDMAIL01.corp.local,23/11/2016 12:00:00,92.70743728
KYINDMAIL01.corp.local,23/11/2016 11:00:00,92.7123251
KYINDMAIL01.corp.local,23/11/2016 10:00:00,92.70743704
KYINDMAIL01.corp.local,23/11/2016 09:00:00,92.70694828
KYINDMAIL01.corp.local,23/11/2016 08:00:00,92.70645952
KYINDMAIL01.corp.local,23/11/2016 07:00:00,92.70254946
KYINDMAIL01.corp.local,23/11/2016 06:00:00,92.74507308
KYINDMAIL01.corp.local,23/11/2016 05:00:00,92.7875967
KYINDMAIL01.corp.local,23/11/2016 04:00:00,92.69570637
KYINDMAIL01.corp.local,23/11/2016 03:00:00,92.69863915
KYINDMAIL01.corp.local,23/11/2016 02:00:00,92.70157194
KYINDMAIL01.corp.local,23/11/2016 01:00:00,92.69668436
KYINDMAIL01.corp.local,23/11/2016 00:00:00,92.69472909
KYINDMAIL01.corp.local,22/11/2016 23:00:00,92.69277382
KYINDMAIL01.corp.local,22/11/2016 22:00:00,92.70157194
KYINDMAIL01.corp.local,22/11/2016 21:00:00,92.7020607
KYINDMAIL01.corp.local,22/11/2016 20:00:00,92.70254946
KYINDMAIL01.corp.local,22/11/2016 19:00:00,92.69570637
KYINDMAIL01.corp.local,22/11/2016 18:00:00,92.69472885
KYINDMAIL01.corp.local,22/11/2016 17:00:00,92.69375133
KYINDMAIL01.corp.local,22/11/2016 16:00:00,92.68495369
KYINDMAIL01.corp.local,22/11/2016 15:00:00,92.68348718
KYINDMAIL01.corp.local,22/11/2016 14:00:00,92.68202066
KYINDMAIL01.corp.local,22/11/2016 13:00:00,92.66833496
KYINDMAIL01.corp.local,22/11/2016 12:00:00,92.67566657
KYINDMAIL01.corp.local,22/11/2016 11:00:00,92.68299818
KYINDMAIL01.corp.local,22/11/2016 10:00:00,92.68006563
KYINDMAIL01.corp.local,22/11/2016 09:00:00,92.67615533
KYINDMAIL01.corp.local,22/11/2016 08:00:00,92.67224503
KYINDMAIL01.corp.local,22/11/2016 07:00:00,92.67126751
KYINDMAIL01.corp.local,22/11/2016 06:00:00,92.72161174
KYINDMAIL01.corp.local,22/11/2016 05:00:00,92.77195597
KYINDMAIL01.corp.local,22/11/2016 04:00:00,92.67908812
KYINDMAIL01.corp.local,22/11/2016 03:00:00,92.67713308
KYINDMAIL01.corp.local,22/11/2016 02:00:00,92.67517805
KYINDMAIL01.corp.local,22/11/2016 01:00:00,92.67420053
KYINDMAIL01.corp.local,22/11/2016 00:00:00,92.67371178
KYINDMAIL01.corp.local,21/11/2016 23:00:00,92.67322302
KYINDMAIL01.corp.local,21/11/2016 22:00:00,92.66246986
KYINDMAIL01.corp.local,21/11/2016 21:00:00,92.66149211
KYINDMAIL01.corp.local,21/11/2016 20:00:00,92.66051435
KYINDMAIL01.corp.local,21/11/2016 19:00:00,92.6644249
KYINDMAIL01.corp.local,21/11/2016 18:00:00,92.65953708
KYINDMAIL01.corp.local,21/11/2016 17:00:00,92.65464926
KYINDMAIL01.corp.local,21/11/2016 16:00:00,92.64487362
KYINDMAIL01.corp.local,21/11/2016 15:00:00,92.64927268
KYINDMAIL01.corp.local,21/11/2016 14:00:00,92.65367174
KYINDMAIL01.corp.local,21/11/2016 13:00:00,92.65269422
KYINDMAIL01.corp.local,21/11/2016 12:00:00,92.64585137
KYINDMAIL01.corp.local,21/11/2016 11:00:00,92.63900852
KYINDMAIL01.corp.local,21/11/2016 10:00:00,92.64194107
KYINDMAIL01.corp.local,21/11/2016 09:00:00,92.63558698
KYINDMAIL01.corp.local,21/11/2016 08:00:00,92.62923288
KYINDMAIL01.corp.local,21/11/2016 07:00:00,92.63509798
KYINDMAIL01.corp.local,21/11/2016 06:00:00,92.68544221
KYINDMAIL01.corp.local,21/11/2016 05:00:00,92.73578644
KYINDMAIL01.corp.local,21/11/2016 04:00:00,92.63412046
KYINDMAIL01.corp.local,21/11/2016 03:00:00,92.6302104
KYINDMAIL01.corp.local,21/11/2016 02:00:00,92.62630033
KYINDMAIL01.corp.local,21/11/2016 01:00:00,92.62532282
KYINDMAIL01.corp.local,21/11/2016 00:00:00,92.62532282
KYINDMAIL01.corp.local,20/11/2016 23:00:00,92.62532282
KYINDMAIL01.corp.local,20/11/2016 22:00:00,92.62630033
KYINDMAIL01.corp.local,20/11/2016 21:00:00,92.62581158
KYINDMAIL01.corp.local,20/11/2016 20:00:00,92.62532282
KYINDMAIL01.corp.local,20/11/2016 19:00:00,92.62434483
KYINDMAIL01.corp.local,20/11/2016 18:00:00,92.62385607
KYINDMAIL01.corp.local,20/11/2016 17:00:00,92.62336731
KYINDMAIL01.corp.local,20/11/2016 15:00:00,92.62776637
KYINDMAIL01.corp.local,20/11/2016 14:00:00,92.63216543
KYINDMAIL01.corp.local,20/11/2016 13:00:00,92.62630033
KYINDMAIL01.corp.local,20/11/2016 12:00:00,92.62336755
KYINDMAIL01.corp.local,20/11/2016 11:00:00,92.62043476
KYINDMAIL01.corp.local,20/11/2016 09:00:00,92.62238979
KYINDMAIL01.corp.local,20/11/2016 08:00:00,92.62434483
