Hostname,Date,Value
KYINDMAIL01.corp.local,01/10/2016 13:00:00,91.61746311
KYINDMAIL01.corp.local,01/10/2016 12:00:00,91.61697435
KYINDMAIL01.corp.local,01/10/2016 10:00:00,91.61599684
KYINDMAIL01.corp.local,01/10/2016 09:00:00,91.61550808
KYINDMAIL01.corp.local,01/10/2016 07:00:00,91.61550808
KYINDMAIL01.corp.local,01/10/2016 06:00:00,91.61599684
KYINDMAIL01.corp.local,01/10/2016 04:00:00,91.61599684
KYINDMAIL01.corp.local,01/10/2016 03:00:00,91.62332869
KYINDMAIL01.corp.local,01/10/2016 01:00:00,91.62821627
KYINDMAIL01.corp.local,01/10/2016 00:00:00,91.61306381
KYINDMAIL01.corp.local,30/09/2016 22:00:00,91.59106874
KYINDMAIL01.corp.local,30/09/2016 21:00:00,91.58031559
KYINDMAIL01.corp.local,30/09/2016 19:00:00,91.57542801
KYINDMAIL01.corp.local,30/09/2016 18:00:00,91.5661416
KYINDMAIL01.corp.local,30/09/2016 16:00:00,91.54952335
KYINDMAIL01.corp.local,30/09/2016 15:00:00,91.53681469
KYINDMAIL01.corp.local,30/09/2016 13:00:00,91.53339291
KYINDMAIL01.corp.local,30/09/2016 12:00:00,91.52215147
KYINDMAIL01.corp.local,30/09/2016 10:00:00,91.51335382
KYINDMAIL01.corp.local,30/09/2016 09:00:00,91.51286459
KYINDMAIL01.corp.local,30/09/2016 07:00:00,91.51042032
KYINDMAIL01.corp.local,30/09/2016 06:00:00,91.51090956
KYINDMAIL01.corp.local,30/09/2016 04:00:00,91.51188707
KYINDMAIL01.corp.local,30/09/2016 03:00:00,91.51677465
KYINDMAIL01.corp.local,30/09/2016 01:00:00,91.52508402
KYINDMAIL01.corp.local,30/09/2016 00:00:00,91.52459526
KYINDMAIL01.corp.local,29/09/2016 22:00:00,91.5206852
KYINDMAIL01.corp.local,29/09/2016 21:00:00,91.51628637
KYINDMAIL01.corp.local,29/09/2016 19:00:00,91.51237583
KYINDMAIL01.corp.local,29/09/2016 18:00:00,91.51090908
KYINDMAIL01.corp.local,29/09/2016 16:00:00,91.50797653
KYINDMAIL01.corp.local,29/09/2016 15:00:00,91.50504398
KYINDMAIL01.corp.local,29/09/2016 13:00:00,91.50406647
KYINDMAIL01.corp.local,29/09/2016 12:00:00,91.50308895
KYINDMAIL01.corp.local,29/09/2016 10:00:00,91.50162268
KYINDMAIL01.corp.local,29/09/2016 09:00:00,91.49966764
KYINDMAIL01.corp.local,29/09/2016 07:00:00,91.50308895
KYINDMAIL01.corp.local,29/09/2016 06:00:00,91.50699902
KYINDMAIL01.corp.local,29/09/2016 04:00:00,91.51237583
KYINDMAIL01.corp.local,29/09/2016 03:00:00,91.51921892
KYINDMAIL01.corp.local,29/09/2016 01:00:00,91.52019644
KYINDMAIL01.corp.local,29/09/2016 00:00:00,91.51286459
KYINDMAIL01.corp.local,28/09/2016 22:00:00,91.50797653
KYINDMAIL01.corp.local,28/09/2016 21:00:00,91.50406647
KYINDMAIL01.corp.local,28/09/2016 19:00:00,91.49478006
KYINDMAIL01.corp.local,28/09/2016 18:00:00,91.49575758
KYINDMAIL01.corp.local,28/09/2016 16:00:00,91.49820137
KYINDMAIL01.corp.local,28/09/2016 15:00:00,91.5001564
KYINDMAIL01.corp.local,28/09/2016 13:00:00,91.49966764
KYINDMAIL01.corp.local,28/09/2016 12:00:00,91.49429131
KYINDMAIL01.corp.local,28/09/2016 10:00:00,91.49135876
KYINDMAIL01.corp.local,28/09/2016 09:00:00,91.44150305
KYINDMAIL01.corp.local,28/09/2016 07:00:00,91.44052553
KYINDMAIL01.corp.local,28/09/2016 06:00:00,91.48842621
KYINDMAIL01.corp.local,28/09/2016 04:00:00,91.48500442
KYINDMAIL01.corp.local,28/09/2016 03:00:00,91.48402643
KYINDMAIL01.corp.local,28/09/2016 01:00:00,91.48451519
KYINDMAIL01.corp.local,28/09/2016 00:00:00,91.47865009
KYINDMAIL01.corp.local,27/09/2016 22:00:00,91.47767258
KYINDMAIL01.corp.local,27/09/2016 21:00:00,91.48109388
KYINDMAIL01.corp.local,27/09/2016 19:00:00,91.47913885
KYINDMAIL01.corp.local,27/09/2016 18:00:00,91.47669506
KYINDMAIL01.corp.local,27/09/2016 16:00:00,91.47327375
KYINDMAIL01.corp.local,27/09/2016 15:00:00,91.47034121
KYINDMAIL01.corp.local,27/09/2016 13:00:00,91.46985245
KYINDMAIL01.corp.local,27/09/2016 12:00:00,91.46838617
KYINDMAIL01.corp.local,27/09/2016 10:00:00,91.46643114
KYINDMAIL01.corp.local,27/09/2016 09:00:00,91.4625206
KYINDMAIL01.corp.local,27/09/2016 07:00:00,91.46056509
KYINDMAIL01.corp.local,27/09/2016 06:00:00,91.45616627
KYINDMAIL01.corp.local,27/09/2016 04:00:00,91.45078993
KYINDMAIL01.corp.local,27/09/2016 03:00:00,91.4522562
KYINDMAIL01.corp.local,27/09/2016 01:00:00,91.45421123
KYINDMAIL01.corp.local,27/09/2016 00:00:00,91.45421123
KYINDMAIL01.corp.local,26/09/2016 22:00:00,91.45616627
KYINDMAIL01.corp.local,26/09/2016 21:00:00,91.46007633
KYINDMAIL01.corp.local,26/09/2016 19:00:00,91.46398687
KYINDMAIL01.corp.local,26/09/2016 18:00:00,91.46496439
KYINDMAIL01.corp.local,26/09/2016 16:00:00,91.46594191
KYINDMAIL01.corp.local,26/09/2016 15:00:00,91.46594191
KYINDMAIL01.corp.local,26/09/2016 13:00:00,91.46349764
KYINDMAIL01.corp.local,26/09/2016 12:00:00,91.46252012
KYINDMAIL01.corp.local,26/09/2016 10:00:00,91.46105385
KYINDMAIL01.corp.local,26/09/2016 09:00:00,91.40875483
KYINDMAIL01.corp.local,26/09/2016 07:00:00,91.404356
KYINDMAIL01.corp.local,26/09/2016 06:00:00,91.45127869
KYINDMAIL01.corp.local,26/09/2016 04:00:00,91.44492435
KYINDMAIL01.corp.local,26/09/2016 03:00:00,91.44394684
KYINDMAIL01.corp.local,26/09/2016 01:00:00,91.44834614
KYINDMAIL01.corp.local,26/09/2016 00:00:00,91.44443607
KYINDMAIL01.corp.local,25/09/2016 22:00:00,91.44101477
KYINDMAIL01.corp.local,25/09/2016 21:00:00,91.44101477
KYINDMAIL01.corp.local,25/09/2016 19:00:00,91.44101477
KYINDMAIL01.corp.local,25/09/2016 18:00:00,91.44052601
KYINDMAIL01.corp.local,25/09/2016 16:00:00,91.43759298
KYINDMAIL01.corp.local,25/09/2016 15:00:00,91.43661499
KYINDMAIL01.corp.local,25/09/2016 13:00:00,91.43954802
KYINDMAIL01.corp.local,25/09/2016 12:00:00,91.43417168
KYINDMAIL01.corp.local,25/09/2016 10:00:00,91.43759298
KYINDMAIL01.corp.local,25/09/2016 09:00:00,91.44443607
KYINDMAIL01.corp.local,25/09/2016 07:00:00,91.44150352
KYINDMAIL01.corp.local,25/09/2016 06:00:00,91.44443607
KYINDMAIL01.corp.local,25/09/2016 04:00:00,91.44248056
KYINDMAIL01.corp.local,25/09/2016 03:00:00,91.43710375
KYINDMAIL01.corp.local,25/09/2016 01:00:00,91.43808126
KYINDMAIL01.corp.local,25/09/2016 00:00:00,91.43661499
KYINDMAIL01.corp.local,24/09/2016 22:00:00,91.43319368
KYINDMAIL01.corp.local,24/09/2016 21:00:00,91.43319368
KYINDMAIL01.corp.local,24/09/2016 19:00:00,91.43074989
KYINDMAIL01.corp.local,24/09/2016 18:00:00,91.42781734
KYINDMAIL01.corp.local,24/09/2016 16:00:00,91.42390728
KYINDMAIL01.corp.local,24/09/2016 15:00:00,91.42341852
KYINDMAIL01.corp.local,24/09/2016 13:00:00,91.42635107
KYINDMAIL01.corp.local,24/09/2016 12:00:00,91.42537355
KYINDMAIL01.corp.local,24/09/2016 10:00:00,91.42439604
KYINDMAIL01.corp.local,24/09/2016 09:00:00,91.42390728
KYINDMAIL01.corp.local,24/09/2016 07:00:00,91.42635107
KYINDMAIL01.corp.local,24/09/2016 06:00:00,91.42683983
KYINDMAIL01.corp.local,24/09/2016 04:00:00,91.42341852
KYINDMAIL01.corp.local,24/09/2016 03:00:00,91.42146349
KYINDMAIL01.corp.local,24/09/2016 01:00:00,91.42048597
KYINDMAIL01.corp.local,24/09/2016 00:00:00,91.41657543
KYINDMAIL01.corp.local,23/09/2016 22:00:00,91.41461992
KYINDMAIL01.corp.local,23/09/2016 21:00:00,91.41217613
KYINDMAIL01.corp.local,23/09/2016 19:00:00,91.4102211
KYINDMAIL01.corp.local,23/09/2016 18:00:00,91.41413116
KYINDMAIL01.corp.local,23/09/2016 16:00:00,91.41315365
KYINDMAIL01.corp.local,23/09/2016 15:00:00,91.40875483
KYINDMAIL01.corp.local,23/09/2016 13:00:00,91.40631103
KYINDMAIL01.corp.local,23/09/2016 12:00:00,91.39946842
KYINDMAIL01.corp.local,23/09/2016 10:00:00,91.39164782
KYINDMAIL01.corp.local,23/09/2016 09:00:00,91.39164782
KYINDMAIL01.corp.local,23/09/2016 07:00:00,91.39849091
KYINDMAIL01.corp.local,23/09/2016 06:00:00,91.40240097
KYINDMAIL01.corp.local,23/09/2016 04:00:00,91.40240097
KYINDMAIL01.corp.local,23/09/2016 03:00:00,91.40288973
KYINDMAIL01.corp.local,23/09/2016 01:00:00,91.40142345
KYINDMAIL01.corp.local,23/09/2016 00:00:00,91.39604664
KYINDMAIL01.corp.local,22/09/2016 22:00:00,91.39506912
KYINDMAIL01.corp.local,22/09/2016 21:00:00,91.39555788
KYINDMAIL01.corp.local,22/09/2016 19:00:00,91.39360285
KYINDMAIL01.corp.local,22/09/2016 18:00:00,91.39311409
KYINDMAIL01.corp.local,22/09/2016 16:00:00,91.39409161
KYINDMAIL01.corp.local,22/09/2016 15:00:00,91.39311409
KYINDMAIL01.corp.local,22/09/2016 13:00:00,91.39018106
KYINDMAIL01.corp.local,22/09/2016 12:00:00,91.3804059
KYINDMAIL01.corp.local,22/09/2016 10:00:00,91.3711195
KYINDMAIL01.corp.local,22/09/2016 09:00:00,91.37014151
KYINDMAIL01.corp.local,22/09/2016 07:00:00,91.3725853
KYINDMAIL01.corp.local,22/09/2016 06:00:00,91.37942839
KYINDMAIL01.corp.local,22/09/2016 04:00:00,91.37405157
KYINDMAIL01.corp.local,22/09/2016 03:00:00,91.36574221
KYINDMAIL01.corp.local,22/09/2016 01:00:00,91.36427593
KYINDMAIL01.corp.local,22/09/2016 00:00:00,91.35987711
KYINDMAIL01.corp.local,21/09/2016 22:00:00,91.35450077
KYINDMAIL01.corp.local,21/09/2016 21:00:00,91.3564558
KYINDMAIL01.corp.local,21/09/2016 19:00:00,91.35938835
KYINDMAIL01.corp.local,21/09/2016 18:00:00,91.35743332
KYINDMAIL01.corp.local,21/09/2016 16:00:00,91.35450077
KYINDMAIL01.corp.local,21/09/2016 15:00:00,91.36378765
KYINDMAIL01.corp.local,21/09/2016 13:00:00,91.37405205
KYINDMAIL01.corp.local,21/09/2016 12:00:00,91.36720896
KYINDMAIL01.corp.local,21/09/2016 10:00:00,91.36183214
KYINDMAIL01.corp.local,21/09/2016 09:00:00,91.3623209
KYINDMAIL01.corp.local,21/09/2016 07:00:00,91.36036587
KYINDMAIL01.corp.local,21/09/2016 06:00:00,91.35938835
KYINDMAIL01.corp.local,21/09/2016 04:00:00,91.3623209
KYINDMAIL01.corp.local,21/09/2016 03:00:00,91.36525345
KYINDMAIL01.corp.local,21/09/2016 01:00:00,91.36280966
KYINDMAIL01.corp.local,21/09/2016 00:00:00,91.35938835
KYINDMAIL01.corp.local,20/09/2016 22:00:00,91.35841083
KYINDMAIL01.corp.local,20/09/2016 21:00:00,91.30708933
KYINDMAIL01.corp.local,20/09/2016 19:00:00,91.30366802
KYINDMAIL01.corp.local,20/09/2016 18:00:00,91.34325886
KYINDMAIL01.corp.local,20/09/2016 16:00:00,91.33299446
KYINDMAIL01.corp.local,20/09/2016 15:00:00,91.3246851
KYINDMAIL01.corp.local,20/09/2016 13:00:00,91.31881952
KYINDMAIL01.corp.local,20/09/2016 12:00:00,91.31784201
KYINDMAIL01.corp.local,20/09/2016 10:00:00,91.31686449
KYINDMAIL01.corp.local,20/09/2016 09:00:00,91.31637573
KYINDMAIL01.corp.local,20/09/2016 07:00:00,91.31979752
KYINDMAIL01.corp.local,20/09/2016 06:00:00,91.32664061
KYINDMAIL01.corp.local,20/09/2016 04:00:00,91.32664061
KYINDMAIL01.corp.local,20/09/2016 03:00:00,91.3232193
KYINDMAIL01.corp.local,20/09/2016 01:00:00,91.3232193
KYINDMAIL01.corp.local,20/09/2016 00:00:00,91.31735372
KYINDMAIL01.corp.local,19/09/2016 22:00:00,91.31344318
KYINDMAIL01.corp.local,19/09/2016 21:00:00,91.31393194
KYINDMAIL01.corp.local,19/09/2016 19:00:00,91.3085556
KYINDMAIL01.corp.local,19/09/2016 18:00:00,91.30122423
KYINDMAIL01.corp.local,19/09/2016 16:00:00,91.29682493
KYINDMAIL01.corp.local,19/09/2016 15:00:00,91.2963357
KYINDMAIL01.corp.local,19/09/2016 13:00:00,91.2963357
KYINDMAIL01.corp.local,19/09/2016 12:00:00,91.29926872
KYINDMAIL01.corp.local,19/09/2016 10:00:00,91.30269051
KYINDMAIL01.corp.local,19/09/2016 09:00:00,91.30024672
KYINDMAIL01.corp.local,19/09/2016 07:00:00,91.29829168
KYINDMAIL01.corp.local,19/09/2016 06:00:00,91.29340362
KYINDMAIL01.corp.local,19/09/2016 04:00:00,91.28313923
KYINDMAIL01.corp.local,19/09/2016 03:00:00,91.27629662
KYINDMAIL01.corp.local,19/09/2016 01:00:00,91.27385235
KYINDMAIL01.corp.local,19/09/2016 00:00:00,91.27043056
KYINDMAIL01.corp.local,18/09/2016 22:00:00,91.26700926
KYINDMAIL01.corp.local,18/09/2016 21:00:00,91.26700926
KYINDMAIL01.corp.local,18/09/2016 19:00:00,91.26749802
KYINDMAIL01.corp.local,18/09/2016 18:00:00,91.26945305
KYINDMAIL01.corp.local,18/09/2016 16:00:00,91.27140808
KYINDMAIL01.corp.local,18/09/2016 15:00:00,91.27091932
KYINDMAIL01.corp.local,18/09/2016 13:00:00,91.26994181
KYINDMAIL01.corp.local,18/09/2016 12:00:00,91.25869989
KYINDMAIL01.corp.local,18/09/2016 10:00:00,91.24745798
KYINDMAIL01.corp.local,18/09/2016 09:00:00,91.24452543
KYINDMAIL01.corp.local,18/09/2016 07:00:00,91.24208164
KYINDMAIL01.corp.local,18/09/2016 06:00:00,91.24501419
KYINDMAIL01.corp.local,18/09/2016 04:00:00,91.24159288
KYINDMAIL01.corp.local,18/09/2016 03:00:00,91.23475027
KYINDMAIL01.corp.local,18/09/2016 01:00:00,91.23426151
KYINDMAIL01.corp.local,18/09/2016 00:00:00,91.23132896
KYINDMAIL01.corp.local,17/09/2016 22:00:00,91.22888517
KYINDMAIL01.corp.local,17/09/2016 21:00:00,91.23426151
KYINDMAIL01.corp.local,17/09/2016 19:00:00,91.23963785
KYINDMAIL01.corp.local,17/09/2016 18:00:00,91.24501419
KYINDMAIL01.corp.local,17/09/2016 16:00:00,91.24990177
KYINDMAIL01.corp.local,17/09/2016 15:00:00,91.25185728
KYINDMAIL01.corp.local,17/09/2016 13:00:00,91.25332403
KYINDMAIL01.corp.local,17/09/2016 12:00:00,91.2469697
KYINDMAIL01.corp.local,17/09/2016 10:00:00,91.23866034
KYINDMAIL01.corp.local,17/09/2016 09:00:00,91.23621654
KYINDMAIL01.corp.local,17/09/2016 07:00:00,91.23621654
KYINDMAIL01.corp.local,17/09/2016 06:00:00,91.23914909
KYINDMAIL01.corp.local,17/09/2016 04:00:00,91.24208164
KYINDMAIL01.corp.local,17/09/2016 03:00:00,91.24159288
KYINDMAIL01.corp.local,17/09/2016 01:00:00,91.24501419
KYINDMAIL01.corp.local,17/09/2016 00:00:00,91.24599171
KYINDMAIL01.corp.local,16/09/2016 22:00:00,91.24892473
KYINDMAIL01.corp.local,16/09/2016 21:00:00,91.25185728
KYINDMAIL01.corp.local,16/09/2016 19:00:00,91.24599171
KYINDMAIL01.corp.local,16/09/2016 18:00:00,91.24305916
KYINDMAIL01.corp.local,16/09/2016 16:00:00,91.23768282
KYINDMAIL01.corp.local,16/09/2016 15:00:00,91.2288847
KYINDMAIL01.corp.local,16/09/2016 13:00:00,91.22155285
KYINDMAIL01.corp.local,16/09/2016 12:00:00,91.21666527
KYINDMAIL01.corp.local,16/09/2016 10:00:00,91.21471024
KYINDMAIL01.corp.local,16/09/2016 09:00:00,91.21373272
KYINDMAIL01.corp.local,16/09/2016 07:00:00,91.21177769
KYINDMAIL01.corp.local,16/09/2016 06:00:00,91.21226644
KYINDMAIL01.corp.local,16/09/2016 04:00:00,91.22057581
KYINDMAIL01.corp.local,16/09/2016 03:00:00,91.22546339
KYINDMAIL01.corp.local,16/09/2016 01:00:00,91.22399664
KYINDMAIL01.corp.local,16/09/2016 00:00:00,91.21813154
KYINDMAIL01.corp.local,15/09/2016 22:00:00,91.21080017
KYINDMAIL01.corp.local,15/09/2016 21:00:00,91.20982265
KYINDMAIL01.corp.local,15/09/2016 19:00:00,91.21031141
KYINDMAIL01.corp.local,15/09/2016 18:00:00,91.20346832
KYINDMAIL01.corp.local,15/09/2016 16:00:00,91.15410185
KYINDMAIL01.corp.local,15/09/2016 15:00:00,91.15752363
KYINDMAIL01.corp.local,15/09/2016 13:00:00,91.20297956
KYINDMAIL01.corp.local,15/09/2016 12:00:00,91.19858026
KYINDMAIL01.corp.local,15/09/2016 10:00:00,91.1946702
KYINDMAIL01.corp.local,15/09/2016 09:00:00,91.19613647
KYINDMAIL01.corp.local,15/09/2016 07:00:00,91.19809151
KYINDMAIL01.corp.local,15/09/2016 06:00:00,91.19858026
KYINDMAIL01.corp.local,15/09/2016 04:00:00,91.19271517
KYINDMAIL01.corp.local,15/09/2016 03:00:00,91.18587255
KYINDMAIL01.corp.local,15/09/2016 01:00:00,91.18587255
KYINDMAIL01.corp.local,15/09/2016 00:00:00,91.1888051
KYINDMAIL01.corp.local,14/09/2016 22:00:00,91.18293953
KYINDMAIL01.corp.local,14/09/2016 21:00:00,91.17707443
KYINDMAIL01.corp.local,14/09/2016 19:00:00,91.17805195
KYINDMAIL01.corp.local,14/09/2016 18:00:00,91.17365265
KYINDMAIL01.corp.local,14/09/2016 16:00:00,91.17365265
KYINDMAIL01.corp.local,14/09/2016 15:00:00,91.17902946
KYINDMAIL01.corp.local,14/09/2016 13:00:00,91.17951822
KYINDMAIL01.corp.local,14/09/2016 12:00:00,91.17951822
KYINDMAIL01.corp.local,14/09/2016 10:00:00,91.18049622
KYINDMAIL01.corp.local,14/09/2016 09:00:00,91.17902946
KYINDMAIL01.corp.local,14/09/2016 07:00:00,91.17854023
KYINDMAIL01.corp.local,14/09/2016 06:00:00,91.1765852
KYINDMAIL01.corp.local,14/09/2016 04:00:00,91.17511892
KYINDMAIL01.corp.local,14/09/2016 03:00:00,91.17707396
KYINDMAIL01.corp.local,14/09/2016 01:00:00,91.1765852
KYINDMAIL01.corp.local,14/09/2016 00:00:00,91.17169762
KYINDMAIL01.corp.local,13/09/2016 22:00:00,91.17023134
KYINDMAIL01.corp.local,13/09/2016 21:00:00,91.16974258
KYINDMAIL01.corp.local,13/09/2016 19:00:00,91.16632128
KYINDMAIL01.corp.local,13/09/2016 18:00:00,91.15556812
KYINDMAIL01.corp.local,13/09/2016 16:00:00,91.14921379
KYINDMAIL01.corp.local,13/09/2016 15:00:00,91.14872503
KYINDMAIL01.corp.local,13/09/2016 13:00:00,91.14383745
KYINDMAIL01.corp.local,13/09/2016 12:00:00,91.1374836
KYINDMAIL01.corp.local,13/09/2016 10:00:00,91.13943863
KYINDMAIL01.corp.local,13/09/2016 09:00:00,91.14628124
KYINDMAIL01.corp.local,13/09/2016 07:00:00,91.14383745
KYINDMAIL01.corp.local,13/09/2016 06:00:00,91.14334869
KYINDMAIL01.corp.local,13/09/2016 04:00:00,91.14921379
KYINDMAIL01.corp.local,13/09/2016 03:00:00,91.1526351
KYINDMAIL01.corp.local,13/09/2016 01:00:00,91.15312386
KYINDMAIL01.corp.local,13/09/2016 00:00:00,91.1526351
KYINDMAIL01.corp.local,12/09/2016 22:00:00,91.14970255
KYINDMAIL01.corp.local,12/09/2016 21:00:00,91.14970255
KYINDMAIL01.corp.local,12/09/2016 19:00:00,91.14921379
KYINDMAIL01.corp.local,12/09/2016 18:00:00,91.14139366
KYINDMAIL01.corp.local,12/09/2016 16:00:00,91.13894987
KYINDMAIL01.corp.local,12/09/2016 15:00:00,91.14041614
KYINDMAIL01.corp.local,12/09/2016 13:00:00,91.13699484
KYINDMAIL01.corp.local,12/09/2016 12:00:00,91.13503981
KYINDMAIL01.corp.local,12/09/2016 10:00:00,91.12917423
KYINDMAIL01.corp.local,12/09/2016 09:00:00,91.1228199
KYINDMAIL01.corp.local,12/09/2016 07:00:00,91.11842108
KYINDMAIL01.corp.local,12/09/2016 06:00:00,91.11402225
KYINDMAIL01.corp.local,12/09/2016 04:00:00,91.11255598
KYINDMAIL01.corp.local,12/09/2016 03:00:00,91.11304474
KYINDMAIL01.corp.local,12/09/2016 01:00:00,91.11255598
KYINDMAIL01.corp.local,12/09/2016 00:00:00,91.10815668
KYINDMAIL01.corp.local,11/09/2016 22:00:00,91.10620165
KYINDMAIL01.corp.local,11/09/2016 21:00:00,91.10571289
KYINDMAIL01.corp.local,11/09/2016 19:00:00,91.10571289
KYINDMAIL01.corp.local,11/09/2016 18:00:00,91.10864592
KYINDMAIL01.corp.local,11/09/2016 16:00:00,91.10962343
KYINDMAIL01.corp.local,11/09/2016 15:00:00,91.10669041
KYINDMAIL01.corp.local,11/09/2016 13:00:00,91.10620165
KYINDMAIL01.corp.local,11/09/2016 12:00:00,91.10815716
KYINDMAIL01.corp.local,11/09/2016 10:00:00,91.10522413
KYINDMAIL01.corp.local,11/09/2016 09:00:00,91.10033607
KYINDMAIL01.corp.local,11/09/2016 07:00:00,91.10082483
KYINDMAIL01.corp.local,11/09/2016 06:00:00,91.10620165
KYINDMAIL01.corp.local,11/09/2016 04:00:00,91.10717916
KYINDMAIL01.corp.local,11/09/2016 03:00:00,91.10375738
KYINDMAIL01.corp.local,11/09/2016 01:00:00,91.09984732
KYINDMAIL01.corp.local,11/09/2016 00:00:00,91.09447098
KYINDMAIL01.corp.local,10/09/2016 22:00:00,91.0988698
KYINDMAIL01.corp.local,10/09/2016 21:00:00,91.10180235
KYINDMAIL01.corp.local,10/09/2016 19:00:00,91.09447098
KYINDMAIL01.corp.local,10/09/2016 18:00:00,91.09104967
KYINDMAIL01.corp.local,10/09/2016 16:00:00,91.09104967
KYINDMAIL01.corp.local,10/09/2016 15:00:00,91.09104967
KYINDMAIL01.corp.local,10/09/2016 13:00:00,91.0930047
KYINDMAIL01.corp.local,10/09/2016 12:00:00,91.09495974
KYINDMAIL01.corp.local,10/09/2016 10:00:00,91.09398222
KYINDMAIL01.corp.local,10/09/2016 09:00:00,91.09349346
KYINDMAIL01.corp.local,10/09/2016 07:00:00,91.09056091
KYINDMAIL01.corp.local,10/09/2016 06:00:00,91.08811712
KYINDMAIL01.corp.local,10/09/2016 04:00:00,91.12037611
KYINDMAIL01.corp.local,10/09/2016 03:00:00,91.15165758
KYINDMAIL01.corp.local,10/09/2016 01:00:00,91.15361309
KYINDMAIL01.corp.local,10/09/2016 00:00:00,91.15312433
KYINDMAIL01.corp.local,09/09/2016 22:00:00,91.15019131
KYINDMAIL01.corp.local,09/09/2016 21:00:00,91.09984732
KYINDMAIL01.corp.local,09/09/2016 19:00:00,91.09789228
KYINDMAIL01.corp.local,09/09/2016 18:00:00,91.14481497
KYINDMAIL01.corp.local,09/09/2016 16:00:00,91.14237118
KYINDMAIL01.corp.local,09/09/2016 15:00:00,91.16436624
KYINDMAIL01.corp.local,09/09/2016 13:00:00,91.18636131
KYINDMAIL01.corp.local,09/09/2016 12:00:00,91.18489504
KYINDMAIL01.corp.local,09/09/2016 10:00:00,91.18685007
KYINDMAIL01.corp.local,09/09/2016 09:00:00,91.1888051
KYINDMAIL01.corp.local,09/09/2016 07:00:00,91.18831634
KYINDMAIL01.corp.local,09/09/2016 06:00:00,91.18929386
KYINDMAIL01.corp.local,09/09/2016 04:00:00,91.13455057
KYINDMAIL01.corp.local,09/09/2016 03:00:00,91.07638597
KYINDMAIL01.corp.local,09/09/2016 01:00:00,91.07394218
KYINDMAIL01.corp.local,09/09/2016 00:00:00,91.07052088
KYINDMAIL01.corp.local,08/09/2016 22:00:00,91.0690546
KYINDMAIL01.corp.local,08/09/2016 21:00:00,91.0690546
KYINDMAIL01.corp.local,08/09/2016 19:00:00,91.06465578
KYINDMAIL01.corp.local,08/09/2016 18:00:00,91.06318951
KYINDMAIL01.corp.local,08/09/2016 16:00:00,91.05879021
KYINDMAIL01.corp.local,08/09/2016 15:00:00,91.04852581
KYINDMAIL01.corp.local,08/09/2016 13:00:00,91.04119444
KYINDMAIL01.corp.local,08/09/2016 12:00:00,91.03386259
KYINDMAIL01.corp.local,08/09/2016 10:00:00,91.02848577
KYINDMAIL01.corp.local,08/09/2016 09:00:00,91.02799702
KYINDMAIL01.corp.local,08/09/2016 07:00:00,91.02799702
KYINDMAIL01.corp.local,08/09/2016 06:00:00,91.02897453
KYINDMAIL01.corp.local,08/09/2016 04:00:00,91.02164316
KYINDMAIL01.corp.local,08/09/2016 03:00:00,91.01968813
KYINDMAIL01.corp.local,08/09/2016 01:00:00,91.02555323
KYINDMAIL01.corp.local,08/09/2016 00:00:00,91.02213192
KYINDMAIL01.corp.local,07/09/2016 22:00:00,91.01675558
KYINDMAIL01.corp.local,07/09/2016 21:00:00,91.01528931
KYINDMAIL01.corp.local,07/09/2016 19:00:00,91.01528931
KYINDMAIL01.corp.local,07/09/2016 18:00:00,91.01186752
KYINDMAIL01.corp.local,07/09/2016 16:00:00,91.00502443
KYINDMAIL01.corp.local,07/09/2016 15:00:00,91.02457571
KYINDMAIL01.corp.local,07/09/2016 13:00:00,91.0451045
KYINDMAIL01.corp.local,07/09/2016 12:00:00,91.0372839
KYINDMAIL01.corp.local,07/09/2016 10:00:00,91.03141832
KYINDMAIL01.corp.local,07/09/2016 09:00:00,91.02995205
KYINDMAIL01.corp.local,07/09/2016 07:00:00,91.03141832
KYINDMAIL01.corp.local,07/09/2016 06:00:00,91.03190708
KYINDMAIL01.corp.local,07/09/2016 04:00:00,91.03044081
KYINDMAIL01.corp.local,07/09/2016 03:00:00,91.03532886
KYINDMAIL01.corp.local,07/09/2016 01:00:00,91.04070568
KYINDMAIL01.corp.local,07/09/2016 00:00:00,91.0372839
KYINDMAIL01.corp.local,06/09/2016 22:00:00,91.04217148
KYINDMAIL01.corp.local,06/09/2016 21:00:00,91.04412699
KYINDMAIL01.corp.local,06/09/2016 19:00:00,91.04363823
KYINDMAIL01.corp.local,06/09/2016 18:00:00,91.03923893
KYINDMAIL01.corp.local,06/09/2016 16:00:00,91.02897453
KYINDMAIL01.corp.local,06/09/2016 15:00:00,91.02604198
KYINDMAIL01.corp.local,06/09/2016 13:00:00,91.0211544
KYINDMAIL01.corp.local,06/09/2016 12:00:00,91.01871061
KYINDMAIL01.corp.local,06/09/2016 10:00:00,91.01822185
KYINDMAIL01.corp.local,06/09/2016 09:00:00,91.01528931
KYINDMAIL01.corp.local,06/09/2016 07:00:00,91.01235676
KYINDMAIL01.corp.local,06/09/2016 06:00:00,91.00942373
KYINDMAIL01.corp.local,06/09/2016 04:00:00,91.00551319
KYINDMAIL01.corp.local,06/09/2016 03:00:00,91.00453567
KYINDMAIL01.corp.local,06/09/2016 01:00:00,91.00209188
KYINDMAIL01.corp.local,06/09/2016 00:00:00,90.99573803
KYINDMAIL01.corp.local,05/09/2016 22:00:00,90.99329424
